Event,Date,Result,WhiteElo,BlackElo,ECO,TimeControl
New York op,2000.05.08,1/2-1/2,2667,2599,D46,
New York op,2000.05.11,1/2-1/2,2622,2615,D63,
Paris Grand Prix du Senat 1st,2000.05.06,1/2-1/2,2751,2632,C74,
Paris Grand Prix du Senat 1st,2000.05.06,0-1,2632,2751,D98,
NED-ch55,2000.05.10,1/2-1/2,2633,2646,D89,
Leonid Stein Memorial,2000.05.12,1-0,2709,2640,C92,
Leonid Stein Memorial,2000.05.12,1/2-1/2,2659,2692,E46,
Leonid Stein Memorial,2000.05.13,0-1,2692,2709,A32,
Leonid Stein Memorial,2000.05.13,1-0,2661,2659,D21,
Leonid Stein Memorial,2000.05.14,1/2-1/2,2640,2692,D19,
Leonid Stein Memorial,2000.05.14,1/2-1/2,2709,2661,C83,
Leonid Stein Memorial,2000.05.15,1/2-1/2,2640,2659,E32,
Leonid Stein Memorial,2000.05.15,0-1,2690,2660,D30,
Leonid Stein Memorial,2000.05.16,0-1,2659,2709,D43,
Leonid Stein Memorial,2000.05.16,0-1,2661,2640,A14,
Leonid Stein Memorial,2000.05.18,1/2-1/2,2640,2709,D31,
Leonid Stein Memorial,2000.05.18,1/2-1/2,2692,2659,E12,
Leonid Stein Memorial,2000.05.19,1/2-1/2,2709,2692,C42,
Leonid Stein Memorial,2000.05.19,1/2-1/2,2659,2661,D80,
Leonid Stein Memorial,2000.05.20,1/2-1/2,2692,2640,E15,
Leonid Stein Memorial,2000.05.20,1/2-1/2,2661,2709,E17,
Leonid Stein Memorial,2000.05.21,1/2-1/2,2640,2661,D30,
Leonid Stein Memorial,2000.05.21,1-0,2709,2659,C08,
Leonid Stein Memorial,2000.05.22,1/2-1/2,2659,2640,D37,
Leonid Stein Memorial,2000.05.22,1/2-1/2,2661,2692,D97,
ITA-chT32nd fin,2000.05.14,1-0,2670,2620,D10,
Sarajevo Bosnia 30th,2000.05.17,1-0,2677,2668,D15,
Sarajevo Bosnia 30th,2000.05.17,1-0,2748,2694,B07,
Sarajevo Bosnia 30th,2000.05.17,1/2-1/2,2751,2715,C42,
Sarajevo Bosnia 30th,2000.05.17,0-1,2683,2702,B20,
Sarajevo Bosnia 30th,2000.05.17,1/2-1/2,2637,2709,A57,
Sarajevo Bosnia 30th,2000.05.18,1/2-1/2,2715,2851,B84,
Sarajevo Bosnia 30th,2000.05.18,1/2-1/2,2709,2668,A37,
Sarajevo Bosnia 30th,2000.05.18,0-1,2694,2751,A29,
Sarajevo Bosnia 30th,2000.05.18,1/2-1/2,2637,2683,D35,
Sarajevo Bosnia 30th,2000.05.18,1/2-1/2,2702,2748,C13,
Sarajevo Bosnia 30th,2000.05.19,1/2-1/2,2677,2715,E34,
Sarajevo Bosnia 30th,2000.05.19,1-0,2851,2694,C13,
Sarajevo Bosnia 30th,2000.05.19,1-0,2748,2637,C34,
Sarajevo Bosnia 30th,2000.05.19,1-0,2751,2702,C13,
Sarajevo Bosnia 30th,2000.05.19,0-1,2683,2709,B15,
Sarajevo Bosnia 30th,2000.05.20,1/2-1/2,2715,2668,B47,
Sarajevo Bosnia 30th,2000.05.20,1/2-1/2,2690,2675,D37,
Sarajevo Bosnia 30th,2000.05.20,1/2-1/2,2683,2748,C01,
Sarajevo Bosnia 30th,2000.05.20,1/2-1/2,2637,2751,D18,
Sarajevo Bosnia 30th,2000.05.20,1/2-1/2,2702,2851,E07,
Sarajevo Bosnia 30th,2000.05.21,1/2-1/2,2677,2702,A33,
Sarajevo Bosnia 30th,2000.05.21,1-0,2851,2637,C42,
Sarajevo Bosnia 30th,2000.05.21,1/2-1/2,2748,2709,B12,
Sarajevo Bosnia 30th,2000.05.21,0-1,2668,2694,C02,
Sarajevo Bosnia 30th,2000.05.21,1-0,2750,2680,C18,
Sarajevo Bosnia 30th,2000.05.23,1/2-1/2,2709,2715,A34,
Sarajevo Bosnia 30th,2000.05.23,1/2-1/2,2748,2751,C42,
Sarajevo Bosnia 30th,2000.05.23,1/2-1/2,2683,2851,B95,
Sarajevo Bosnia 30th,2000.05.23,1/2-1/2,2637,2677,D36,
Sarajevo Bosnia 30th,2000.05.23,1/2-1/2,2702,2668,E94,
Sarajevo Bosnia 30th,2000.05.24,1-0,2715,2694,A08,
Sarajevo Bosnia 30th,2000.05.24,1/2-1/2,2677,2683,D37,
Sarajevo Bosnia 30th,2000.05.24,1/2-1/2,2851,2748,D39,
Sarajevo Bosnia 30th,2000.05.24,0-1,2668,2637,D36,
Sarajevo Bosnia 30th,2000.05.24,1-0,2751,2709,B12,
Sarajevo Bosnia 30th,2000.05.25,1/2-1/2,2709,2694,A17,
Sarajevo Bosnia 30th,2000.05.25,1-0,2748,2677,B76,
Sarajevo Bosnia 30th,2000.05.25,1/2-1/2,2751,2851,B90,
Sarajevo Bosnia 30th,2000.05.25,1/2-1/2,2683,2668,B26,
Sarajevo Bosnia 30th,2000.05.25,0-1,2702,2715,C89,
Sarajevo Bosnia 30th,2000.05.26,1-0,2715,2637,C82,
Sarajevo Bosnia 30th,2000.05.26,0-1,2677,2751,D17,
Sarajevo Bosnia 30th,2000.05.26,0-1,2694,2702,A21,
Sarajevo Bosnia 30th,2000.05.26,1-0,2851,2709,C13,
Sarajevo Bosnia 30th,2000.05.26,1-0,2668,2748,C02,
Sarajevo Bosnia 30th,2000.05.27,1/2-1/2,2709,2702,A57,
Sarajevo Bosnia 30th,2000.05.27,1-0,2850,2675,B90,
Sarajevo Bosnia 30th,2000.05.27,0-1,2751,2668,B85,
Sarajevo Bosnia 30th,2000.05.27,1/2-1/2,2683,2715,C52,
Sarajevo Bosnia 30th,2000.05.27,1/2-1/2,2637,2694,E32,
Sarajevo Bosnia 30th,2000.05.29,1-0,2715,2748,C03,
Sarajevo Bosnia 30th,2000.05.29,0-1,2677,2709,D46,
Sarajevo Bosnia 30th,2000.05.29,1/2-1/2,2694,2683,E36,
Sarajevo Bosnia 30th,2000.05.29,0-1,2668,2851,B80,
Sarajevo Bosnia 30th,2000.05.29,1/2-1/2,2702,2637,D36,
Sigeman & Co 08th,2000.05.23,1-0,2655,2625,C02,
Sigeman & Co 08th,2000.05.24,1-0,2658,2625,C13,
Sigeman & Co 08th,2000.05.25,0-1,2655,2658,E15,
Sigeman & Co 08th,2000.05.27,1/2-1/2,2625,2655,A30,
Sigeman & Co 08th,2000.05.28,1/2-1/2,2625,2658,A30,
Sigeman & Co 08th,2000.05.29,1/2-1/2,2658,2655,C74,
YUG-Cup,2000.01.01,1/2-1/2,2640,2629,A34,
YUG-Cup,2000.01.01,1/2-1/2,2629,2662,D20,
YUG-Cup,2000.01.01,1/2-1/2,2662,2640,C45,
NED-chT 9900 playoff,2000.06.02,1/2-1/2,2630,2632,D47,
NED-chT 9900 playoff,2000.06.02,1/2-1/2,2633,2668,D15,
Leon Man+Comp,2000.06.03,1/2-1/2,2769,2658,B42,
Leon Man+Comp,2000.06.03,1/2-1/2,2658,2769,B85,
Leon Man+Comp,2000.06.04,1-0,2769,2751,C11,
Leon Man+Comp,2000.06.04,1/2-1/2,2751,2769,C42,
Leon Man+Comp playoff,2000.06.03,1/2-1/2,2658,2769,C10,
Leon Man+Comp playoff,2000.06.03,1-0,2769,2658,E94,
Yerevan zt 1.5,2000.06.12,1/2-1/2,2618,2598,A38,
Yerevan zt 1.5,2000.06.15,1/2-1/2,2606,2595,D48,
Ordzhonikidze zt 1.9,2000.06.16,1/2-1/2,2637,2597,A40,
Merida,2000.06.13,1/2-1/2,2658,2660,C10,
Merida,2000.06.14,1-0,2751,2658,B42,
Merida,2000.06.15,0-1,2660,2751,C07,
Merida,2000.06.17,0-1,2660,2658,E12,
Merida,2000.06.18,1/2-1/2,2658,2751,C13,
Merida,2000.06.19,1-0,2751,2660,C18,
Frankfurt Ordix op,2000.06.17,1/2-1/2,2662,2653,A34,
Frankfurt Ordix op,2000.06.17,1/2-1/2,2667,2598,D35,
Frankfurt Ordix op,2000.06.17,0-1,2662,2694,C08,
Frankfurt Ordix op,2000.06.17,1-0,2672,2653,B43,
Frankfurt Ordix op,2000.06.18,1/2-1/2,2672,2694,C10,
Frankfurt Ordix op,2000.06.18,1/2-1/2,2653,2680,D13,
Frankfurt Ordix op,2000.06.18,1-0,2662,2672,C45,
Frankfurt Ordix op,2000.06.18,0-1,2680,2694,D23,
Frankfurt Ordix op,2000.06.18,1/2-1/2,2602,2672,A16,
Frankfurt Ordix op,2000.06.18,1/2-1/2,2604,2653,E71,
Frankfurt Ordix op,2000.06.18,1/2-1/2,2602,2680,D43,
Frankfurt Ordix op,2000.06.18,1/2-1/2,2694,2604,A88,
Fujitsu Siemens Giants,2000.06.22,1/2-1/2,2851,2769,B49,
Fujitsu Siemens Giants,2000.06.22,1/2-1/2,2758,2725,D23,
Fujitsu Siemens Giants,2000.06.22,0-1,2751,2748,C14,
Fujitsu Siemens Giants,2000.06.22,0-1,2725,2851,B52,
Fujitsu Siemens Giants,2000.06.22,0-1,2748,2769,B31,
Fujitsu Siemens Giants,2000.06.22,1/2-1/2,2751,2758,B45,
Fujitsu Siemens Giants,2000.06.23,1-0,2769,2725,C65,
Fujitsu Siemens Giants,2000.06.23,1-0,2851,2751,C13,
Fujitsu Siemens Giants,2000.06.23,1/2-1/2,2758,2748,D07,
Fujitsu Siemens Giants,2000.06.23,1/2-1/2,2758,2851,A30,
Fujitsu Siemens Giants,2000.06.23,1/2-1/2,2748,2725,C37,
Fujitsu Siemens Giants,2000.06.23,0-1,2751,2769,B49,
Fujitsu Siemens Giants,2000.06.23,1/2-1/2,2769,2758,B33,
Fujitsu Siemens Giants,2000.06.23,1/2-1/2,2851,2748,A40,
Fujitsu Siemens Giants,2000.06.23,0-1,2725,2751,C13,
Fujitsu Siemens Giants,2000.06.24,1/2-1/2,2769,2851,B85,
Fujitsu Siemens Giants,2000.06.24,1-0,2725,2758,B33,
Fujitsu Siemens Giants,2000.06.24,0-1,2748,2751,B95,
Fujitsu Siemens Giants,2000.06.24,1-0,2769,2748,C11,
Fujitsu Siemens Giants,2000.06.24,0-1,2851,2725,D97,
Fujitsu Siemens Giants,2000.06.24,1/2-1/2,2758,2751,D46,
Fujitsu Siemens Giants,2000.06.25,1/2-1/2,2725,2769,B31,
Fujitsu Siemens Giants,2000.06.25,0-1,2748,2758,B51,
Fujitsu Siemens Giants,2000.06.25,1/2-1/2,2751,2851,B90,
Fujitsu Siemens Giants,2000.06.25,1-0,2769,2751,C11,
Fujitsu Siemens Giants,2000.06.25,1/2-1/2,2851,2758,B33,
Fujitsu Siemens Giants,2000.06.25,0-1,2725,2748,C10,
Fujitsu Siemens Giants,2000.06.25,1/2-1/2,2758,2769,D12,
Fujitsu Siemens Giants,2000.06.25,0-1,2748,2851,A00,
Fujitsu Siemens Giants,2000.06.25,1-0,2751,2725,C65,
Fujitsu Siemens Masters,2000.06.22,0-1,2709,2715,E54,
Fujitsu Siemens Masters,2000.06.22,1-0,2709,2628,C42,
Fujitsu Siemens Masters,2000.06.22,0-1,2646,2702,A40,
Fujitsu Siemens Masters,2000.06.22,1/2-1/2,2715,2709,B45,
Fujitsu Siemens Masters,2000.06.22,1/2-1/2,2702,2662,D30,
Fujitsu Siemens Masters,2000.06.22,0-1,2646,2709,A81,
Fujitsu Siemens Masters,2000.06.22,1-0,2709,2702,A38,
Fujitsu Siemens Masters,2000.06.22,1-0,2709,2646,A34,
Fujitsu Siemens Masters,2000.06.22,1-0,2662,2628,C43,
Fujitsu Siemens Masters,2000.06.22,0-1,2715,2662,B42,
Fujitsu Siemens Masters,2000.06.22,0-1,2709,2709,A36,
Fujitsu Siemens Masters,2000.06.22,1-0,2702,2628,D36,
Fujitsu Siemens Masters,2000.06.23,1/2-1/2,2709,2702,A42,
Fujitsu Siemens Masters,2000.06.23,1/2-1/2,2628,2715,E14,
Fujitsu Siemens Masters,2000.06.23,1/2-1/2,2662,2646,B52,
Fujitsu Siemens Masters,2000.06.23,1-0,2709,2662,A29,
Fujitsu Siemens Masters,2000.06.23,0-1,2702,2715,E15,
Fujitsu Siemens Masters,2000.06.23,0-1,2646,2628,D36,
Fujitsu Siemens Masters,2000.06.23,1-0,2715,2646,B53,
Fujitsu Siemens Masters,2000.06.23,1-0,2628,2709,D12,
Fujitsu Siemens Masters,2000.06.23,0-1,2662,2709,B51,
Fujitsu Siemens Masters,2000.06.24,1/2-1/2,2715,2709,C00,
Fujitsu Siemens Masters,2000.06.24,1/2-1/2,2628,2709,D76,
Fujitsu Siemens Masters,2000.06.24,0-1,2702,2646,B81,
Fujitsu Siemens Masters,2000.06.24,1-0,2709,2646,D93,
Fujitsu Siemens Masters,2000.06.24,0-1,2709,2715,C45,
Fujitsu Siemens Masters,2000.06.24,1-0,2662,2702,C03,
Fujitsu Siemens Masters,2000.06.24,1/2-1/2,2628,2662,D28,
Fujitsu Siemens Masters,2000.06.24,1-0,2702,2709,D43,
Fujitsu Siemens Masters,2000.06.24,1/2-1/2,2646,2709,D85,
Fujitsu Siemens Masters,2000.06.24,1/2-1/2,2709,2709,B12,
Fujitsu Siemens Masters,2000.06.24,1/2-1/2,2628,2702,D32,
Fujitsu Siemens Masters,2000.06.24,1/2-1/2,2662,2715,C45,
Fujitsu Siemens Masters,2000.06.25,1-0,2715,2628,C00,
Fujitsu Siemens Masters,2000.06.25,1/2-1/2,2702,2709,C90,
Fujitsu Siemens Masters,2000.06.25,1-0,2646,2662,A28,
Fujitsu Siemens Masters,2000.06.25,1-0,2715,2702,B51,
Fujitsu Siemens Masters,2000.06.25,1/2-1/2,2628,2646,D27,
Fujitsu Siemens Masters,2000.06.25,1/2-1/2,2662,2709,C08,
Fujitsu Siemens Masters,2000.06.25,1-0,2709,2628,D36,
Fujitsu Siemens Masters,2000.06.25,1/2-1/2,2709,2662,B42,
Fujitsu Siemens Masters,2000.06.25,1/2-1/2,2646,2715,E20,
EU-ch 1st,2000.07.06,1/2-1/2,2702,2661,A46,
EU-ch 1st,2000.07.07,1-0,2595,2702,B30,
EU-ch 1st,2000.07.08,0-1,2673,2620,D61,
EU-ch 1st,2000.07.08,1/2-1/2,2639,2595,A04,
EU-ch 1st,2000.07.10,0-1,2654,2626,D38,
EU-ch 1st,2000.07.10,1/2-1/2,2661,2605,B78,
EU-ch 1st,2000.07.10,1-0,2627,2639,E34,
EU-ch 1st,2000.07.11,1/2-1/2,2626,2620,D30,
EU-ch 1st,2000.07.11,1-0,2639,2661,B90,
EU-ch 1st,2000.07.13,1/2-1/2,2605,2627,B33,
EU-ch 1st,2000.07.13,1/2-1/2,2626,2595,E49,
EU-ch 1st,2000.07.14,1-0,2627,2626,E51,
Tan Chin Nam Cup 6th,2000.07.09,1-0,2641,2668,B90,
Tan Chin Nam Cup 6th,2000.07.09,1/2-1/2,2676,2677,D37,
Tan Chin Nam Cup 6th,2000.07.09,0-1,2670,2657,C65,
Tan Chin Nam Cup 6th,2000.07.09,1/2-1/2,2636,2627,C78,
Tan Chin Nam Cup 6th,2000.07.10,1/2-1/2,2676,2641,A65,
Tan Chin Nam Cup 6th,2000.07.10,1/2-1/2,2627,2670,E94,
Tan Chin Nam Cup 6th,2000.07.10,1/2-1/2,2677,2657,C77,
Tan Chin Nam Cup 6th,2000.07.10,1/2-1/2,2603,2636,C67,
Tan Chin Nam Cup 6th,2000.07.11,1/2-1/2,2641,2677,C11,
Tan Chin Nam Cup 6th,2000.07.11,1/2-1/2,2657,2627,C78,
Tan Chin Nam Cup 6th,2000.07.11,1-0,2670,2603,B52,
Tan Chin Nam Cup 6th,2000.07.11,1/2-1/2,2636,2668,B92,
Tan Chin Nam Cup 6th,2000.07.12,1-0,2676,2636,A81,
Tan Chin Nam Cup 6th,2000.07.12,1/2-1/2,2677,2627,C51,
Tan Chin Nam Cup 6th,2000.07.12,1/2-1/2,2603,2657,C90,
Tan Chin Nam Cup 6th,2000.07.12,1/2-1/2,2668,2670,E97,
Tan Chin Nam Cup 6th,2000.07.13,1-0,2627,2603,A30,
Tan Chin Nam Cup 6th,2000.07.13,1/2-1/2,2657,2668,B51,
Tan Chin Nam Cup 6th,2000.07.13,1-0,2670,2676,C07,
Tan Chin Nam Cup 6th,2000.07.13,1/2-1/2,2636,2641,B90,
Tan Chin Nam Cup 6th,2000.07.14,1-0,2641,2670,B63,
Tan Chin Nam Cup 6th,2000.07.14,1-0,2676,2657,A65,
Tan Chin Nam Cup 6th,2000.07.14,1-0,2677,2603,B25,
Tan Chin Nam Cup 6th,2000.07.14,1/2-1/2,2668,2627,D15,
Tan Chin Nam Cup 6th,2000.07.15,1/2-1/2,2627,2676,D12,
Tan Chin Nam Cup 6th,2000.07.15,1/2-1/2,2657,2641,B51,
Tan Chin Nam Cup 6th,2000.07.15,1/2-1/2,2603,2668,B92,
Tan Chin Nam Cup 6th,2000.07.15,1/2-1/2,2636,2677,B90,
Tan Chin Nam Cup 6th,2000.07.16,1/2-1/2,2641,2627,C54,
Tan Chin Nam Cup 6th,2000.07.16,1/2-1/2,2676,2603,A57,
Tan Chin Nam Cup 6th,2000.07.16,1-0,2677,2668,B92,
Tan Chin Nam Cup 6th,2000.07.16,1/2-1/2,2636,2670,B01,
Tan Chin Nam Cup 6th,2000.07.17,1/2-1/2,2657,2636,C02,
Tan Chin Nam Cup 6th,2000.07.17,1/2-1/2,2603,2641,B90,
Tan Chin Nam Cup 6th,2000.07.17,1/2-1/2,2668,2676,D15,
Tan Chin Nam Cup 6th,2000.07.17,1/2-1/2,2670,2677,C08,
Lippstadt 10th,2000.07.07,1/2-1/2,2623,2612,A46,
Lippstadt 10th,2000.07.08,1/2-1/2,2606,2623,A40,
Lippstadt 10th,2000.07.09,1-0,2612,2606,B19,
Dortmund SuperGM,2000.07.07,1-0,2755,2649,C42,
Dortmund SuperGM,2000.07.07,1-0,2762,2667,C18,
Dortmund SuperGM,2000.07.07,1-0,2770,2660,D43,
Dortmund SuperGM,2000.07.07,1-0,2743,2615,C12,
Dortmund SuperGM,2000.07.08,1/2-1/2,2660,2762,D46,
Dortmund SuperGM,2000.07.08,1/2-1/2,2702,2755,E04,
Dortmund SuperGM,2000.07.08,1/2-1/2,2667,2743,E34,
Dortmund SuperGM,2000.07.08,1/2-1/2,2649,2770,E59,
Dortmund SuperGM,2000.07.09,1-0,2762,2649,C78,
Dortmund SuperGM,2000.07.09,1/2-1/2,2615,2667,D47,
Dortmund SuperGM,2000.07.09,1/2-1/2,2770,2702,D18,
Dortmund SuperGM,2000.07.09,1/2-1/2,2743,2660,C13,
Dortmund SuperGM,2000.07.10,1-0,2755,2770,B31,
Dortmund SuperGM,2000.07.10,1/2-1/2,2660,2615,D27,
Dortmund SuperGM,2000.07.10,1/2-1/2,2702,2762,D46,
Dortmund SuperGM,2000.07.10,1/2-1/2,2649,2743,A34,
Dortmund SuperGM,2000.07.12,1-0,2762,2755,C89,
Dortmund SuperGM,2000.07.12,1/2-1/2,2615,2649,D39,
Dortmund SuperGM,2000.07.12,1/2-1/2,2667,2660,C02,
Dortmund SuperGM,2000.07.12,1-0,2743,2702,B19,
Dortmund SuperGM,2000.07.13,1/2-1/2,2755,2743,C65,
Dortmund SuperGM,2000.07.13,1-0,2702,2615,A20,
Dortmund SuperGM,2000.07.13,1-0,2770,2762,A17,
Dortmund SuperGM,2000.07.13,1/2-1/2,2649,2667,D48,
Dortmund SuperGM,2000.07.14,1-0,2660,2649,D39,
Dortmund SuperGM,2000.07.14,1/2-1/2,2615,2755,E15,
Dortmund SuperGM,2000.07.14,1/2-1/2,2667,2702,D47,
Dortmund SuperGM,2000.07.14,1/2-1/2,2743,2770,C42,
Dortmund SuperGM,2000.07.15,1/2-1/2,2755,2667,A08,
Dortmund SuperGM,2000.07.15,1/2-1/2,2762,2743,B33,
Dortmund SuperGM,2000.07.15,0-1,2702,2660,E41,
Dortmund SuperGM,2000.07.15,1-0,2770,2615,D27,
Dortmund SuperGM,2000.07.16,1/2-1/2,2660,2755,A17,
Dortmund SuperGM,2000.07.16,0-1,2615,2762,E09,
Dortmund SuperGM,2000.07.16,1/2-1/2,2667,2770,E05,
Dortmund SuperGM,2000.07.16,1/2-1/2,2649,2702,D47,
North Sea Cup 15th,2000.07.07,0-1,2643,2613,A29,
North Sea Cup 15th,2000.07.07,1/2-1/2,2689,2606,C92,
North Sea Cup 15th,2000.07.08,0-1,2606,2667,C02,
North Sea Cup 15th,2000.07.08,1/2-1/2,2643,2689,A16,
North Sea Cup 15th,2000.07.09,1/2-1/2,2667,2643,A85,
North Sea Cup 15th,2000.07.09,1/2-1/2,2689,2613,C18,
North Sea Cup 15th,2000.07.10,1/2-1/2,2689,2667,C13,
North Sea Cup 15th,2000.07.11,0-1,2667,2613,E39,
North Sea Cup 15th,2000.07.14,1/2-1/2,2613,2606,D30,
North Sea Cup 15th,2000.07.15,1-0,2606,2643,C02,
Chesswise int op,2000.07.15,1-0,2596,2627,A30,
Bolzano op 15th,2000.07.18,1/2-1/2,2609,2667,B42,
Bolzano op 15th,2000.07.19,1/2-1/2,2667,2622,D27,
Bolzano op 15th,2000.07.22,1/2-1/2,2609,2622,B19,
Biel GM,2000.07.24,1/2-1/2,2630,2681,B81,
Biel GM,2000.07.24,1-0,2689,2626,B43,
Biel GM,2000.01.01,1/2-1/2,2681,2626,E04,
Biel GM,2000.07.25,0-1,2630,2643,B22,
Biel GM,2000.07.26,1/2-1/2,2689,2630,B06,
Biel GM,2000.07.26,1/2-1/2,2643,2681,D19,
Biel GM,2000.07.27,1/2-1/2,2626,2643,D80,
Biel GM,2000.07.27,1-0,2689,2681,B81,
Biel GM,2000.01.01,1/2-1/2,2630,2626,B43,
Biel GM,2000.07.28,1/2-1/2,2643,2689,D85,
Biel GM,2000.07.30,1/2-1/2,2681,2630,B07,
Biel GM,2000.07.30,1/2-1/2,2626,2689,D80,
Biel GM,2000.07.31,1/2-1/2,2626,2681,D27,
Biel GM,2000.07.31,1/2-1/2,2643,2630,D20,
Biel GM,2000.08.01,1/2-1/2,2681,2643,A30,
Biel GM,2000.08.01,1/2-1/2,2630,2689,D97,
Biel GM,2000.08.03,1/2-1/2,2626,2630,E92,
Biel GM,2000.08.03,1-0,2689,2643,B81,
Biel GM,2000.08.04,1/2-1/2,2681,2689,C92,
Biel GM,2000.08.04,1/2-1/2,2643,2626,D38,
Montecatini Terme,2000.07.28,1/2-1/2,2719,2702,D17,
Montecatini Terme,2000.07.28,1/2-1/2,2649,2598,E04,
Montecatini Terme,2000.07.28,1-0,2670,2595,B30,
Montecatini Terme,2000.07.28,0-1,2746,2673,C60,
Montecatini Terme,2000.07.29,1/2-1/2,2673,2595,C26,
Montecatini Terme,2000.07.29,1/2-1/2,2702,2670,D27,
Montecatini Terme,2000.07.29,0-1,2598,2719,A11,
Montecatini Terme,2000.07.29,1/2-1/2,2746,2649,C92,
Montecatini Terme,2000.07.30,1/2-1/2,2719,2746,D46,
Montecatini Terme,2000.07.30,0-1,2595,2702,A07,
Montecatini Terme,2000.07.30,1-0,2649,2673,A42,
Montecatini Terme,2000.07.30,1/2-1/2,2670,2598,C06,
Montecatini Terme,2000.07.31,1/2-1/2,2673,2702,D10,
Montecatini Terme,2000.07.31,1/2-1/2,2598,2595,A11,
Montecatini Terme,2000.07.31,0-1,2649,2719,E15,
Montecatini Terme,2000.07.31,1-0,2746,2670,B42,
Montecatini Terme,2000.08.01,1-0,2702,2598,D35,
Montecatini Terme,2000.08.01,1/2-1/2,2719,2673,C41,
Montecatini Terme,2000.08.01,1-0,2595,2746,A07,
Montecatini Terme,2000.08.01,1/2-1/2,2670,2649,B06,
Montecatini Terme,2000.08.02,1-0,2673,2598,D55,
Montecatini Terme,2000.08.02,1/2-1/2,2719,2670,B42,
Montecatini Terme,2000.08.02,1-0,2649,2595,B08,
Montecatini Terme,2000.08.02,1-0,2746,2702,B12,
Montecatini Terme,2000.08.03,1-0,2702,2649,A25,
Montecatini Terme,2000.08.03,1/2-1/2,2598,2746,D85,
Montecatini Terme,2000.08.03,0-1,2595,2719,E60,
Montecatini Terme,2000.08.03,1/2-1/2,2670,2673,B08,
Vlissingen HZ op 04th,2000.08.04,1/2-1/2,2611,2611,E32,
BCF-ch 87th,2000.08.01,0-1,2640,2623,A06,
Thompson Memorial op,2000.08.06,0-1,2630,2691,D19,
Thompson Memorial op,2000.06.08,1/2-1/2,2691,2603,A30,
Lost Boys op,2000.08.14,1/2-1/2,2667,2611,A25,
Lost Boys op,2000.08.16,1-0,2667,2626,E32,
Lost Boys op,2000.08.17,1/2-1/2,2611,2620,D63,
Lost Boys op,2000.08.18,1/2-1/2,2667,2649,A25,
Lost Boys op,2000.08.18,1/2-1/2,2611,2626,D35,
Lost Boys op,2000.08.19,0-1,2649,2611,D15,
Lost Boys op,2000.08.19,1/2-1/2,2620,2667,E15,
US Open-101,2000.08.10,0-1,2601,2596,B33,
WDR Match TV g/60,2000.08.14,1-0,2770,2743,B47,
FRA-ch Haute,2000.08.26,1/2-1/2,2613,2600,E94,
Rubinstein Memorial 37th,2000.08.17,1-0,2668,2666,E04,
Rubinstein Memorial 37th,2000.08.17,0-1,2646,2681,B80,
Rubinstein Memorial 37th,2000.08.17,1/2-1/2,2702,2719,D18,
Rubinstein Memorial 37th,2000.08.17,1/2-1/2,2746,2689,B81,
Rubinstein Memorial 37th,2000.08.18,1-0,2719,2646,B76,
Rubinstein Memorial 37th,2000.08.18,1/2-1/2,2746,2668,C67,
Rubinstein Memorial 37th,2000.08.18,0-1,2689,2681,B70,
Rubinstein Memorial 37th,2000.08.18,1-0,2643,2702,A85,
Rubinstein Memorial 37th,2000.08.19,0-1,2668,2689,B81,
Rubinstein Memorial 37th,2000.08.19,0-1,2646,2643,B80,
Rubinstein Memorial 37th,2000.08.19,1/2-1/2,2681,2719,A32,
Rubinstein Memorial 37th,2000.08.19,0-1,2702,2666,D15,
Rubinstein Memorial 37th,2000.08.20,1-0,2666,2646,B76,
Rubinstein Memorial 37th,2000.08.20,1-0,2746,2702,C67,
Rubinstein Memorial 37th,2000.08.20,1/2-1/2,2689,2719,B33,
Rubinstein Memorial 37th,2000.08.20,1/2-1/2,2643,2681,E34,
Rubinstein Memorial 37th,2000.08.21,0-1,2646,2746,C39,
Rubinstein Memorial 37th,2000.08.21,1-0,2681,2666,D15,
Rubinstein Memorial 37th,2000.08.21,0-1,2719,2643,B84,
Rubinstein Memorial 37th,2000.08.21,1-0,2702,2668,D48,
Rubinstein Memorial 37th,2000.08.23,1-0,2668,2646,B40,
Rubinstein Memorial 37th,2000.08.23,1/2-1/2,2666,2719,C82,
Rubinstein Memorial 37th,2000.08.23,0-1,2746,2681,B52,
Rubinstein Memorial 37th,2000.08.23,0-1,2689,2643,B50,
Rubinstein Memorial 37th,2000.08.24,1/2-1/2,2681,2668,D17,
Rubinstein Memorial 37th,2000.08.24,1/2-1/2,2719,2746,D97,
Rubinstein Memorial 37th,2000.08.24,1-0,2702,2689,D85,
Rubinstein Memorial 37th,2000.08.24,1/2-1/2,2643,2666,D39,
Rubinstein Memorial 37th,2000.08.25,0-1,2668,2719,B44,
Rubinstein Memorial 37th,2000.08.25,1-0,2702,2646,E90,
Rubinstein Memorial 37th,2000.08.25,1-0,2746,2643,B81,
Rubinstein Memorial 37th,2000.08.25,1/2-1/2,2689,2666,B47,
Rubinstein Memorial 37th,2000.08.26,1/2-1/2,2646,2689,B07,
Rubinstein Memorial 37th,2000.08.26,1/2-1/2,2681,2702,A30,
Rubinstein Memorial 37th,2000.08.26,1/2-1/2,2666,2746,B70,
Rubinstein Memorial 37th,2000.08.26,1/2-1/2,2643,2668,D19,
RUS Cup final 4th,2000.08.24,1/2-1/2,2597,2606,A84,
Villarrobledo op 18th,2000.08.20,1/2-1/2,2707,2643,E17,
NED-GER m,2000.08.24,1/2-1/2,2639,2615,D17,
